stop_name,latitude,longitude
GREMIASCO/SETTIME,42.014156,12.244770
MONTE CERVIALTO/VALLE MELAINA,41.950463,12.526597
MONTEGRIMANO/TALAMELLO,41.979632,12.518945
MONTEGRIMANO/TALAMELLO,41.978736,12.520154
SERRAPETRONA,41.978018,12.517590
DE COUBERTIN/C.SO FRANCIA,41.929960,12.472844
NAZARETH/BOCCEA,41.907568,12.406897
TRIPOLI,41.928384,12.519092
RISERVA GRANDE/MENGUZZATO,41.943495,12.371544
SELVA CANDIDA/PONDERANO,41.935182,12.377539
SELVA CANDIDA/PONDERANO,41.935610,12.377507
GENZANO/VELODROMO,41.870219,12.533305
GENZANO,41.868649,12.535875
ARCO DI TRAVERTINO (MA),41.866102,12.534466
S. GASPARE DEL BUFALO,41.866890,12.532015
ROCCA DI PAPA,41.867256,12.532976
ARATI,41.872326,12.442314
CANDONI,41.832557,12.411566
COLLI PORTUENSI/MONTEVERDE,41.871118,12.443029
PEPERE,41.869937,12.439223
MAKALLE',41.927086,12.521302
PATTINAGGIO,41.842095,12.472070
STORTA/CIV.86,41.934923,12.349346
AMERICA (MB),41.829130,12.470309
STORTA/CIV. 86,41.935309,12.349403
CONCA D'ORO/VAL SENIO,41.939289,12.526125
TRITONE/FONTANA DI TREVI,41.902494,12.484783
ORLANDO,41.930548,12.400348
MONTANELLI,41.929702,12.399023
MONTE CUCCO,41.841480,12.439778
VALLERANO/CIVICO 89,41.783982,12.469260
VALLERANO/CIVICO 89,41.784230,12.468721
NAVICELLA/PORTA METRONIA,41.882792,12.497582
CUSANO MILANINO,41.947615,12.390098
STAZIONE MONTEBELLO (RV),42.010939,12.489829
FRANCESCHINI/SOMMOVIGO,41.912608,12.576056
POERIO/MARINO,41.876865,12.462880
GUINIZELLI,41.877101,12.459594
MARELLI/NECCHI,41.861118,12.644407
BECCADELLI,41.873269,12.546941
DEGAS/MONDRIAN,41.856144,12.657925
DEGAS/MATISSE,41.857390,12.656988
SUBAUGUSTA (MA),41.853409,12.567140
SPARTACO/LUCIO SESTIO,41.858162,12.555036
ORAZIO PULVILLO,41.854100,12.568520
SCRIBONIO CURIONE,41.864667,12.554870
FRA' DI GIOVANNI/PASCHINI,41.783814,12.342719
FRA' DI GIOVANNI/MADRE COLOMBA GABRIEL,41.779721,12.345117
DRAGONE/GASBARRA,41.776656,12.337988
DRAGONE/VERJUS,41.779463,12.335748
MARE DEI CARAIBI/MARE DEI CORALLI,41.730085,12.302191
DRAGONE/PONZO,41.781197,12.334413
BARZANO'/CALVIGNANO,41.778961,12.331028
BARZANO'/ALBIZZATI,41.776553,12.333841
ETIOPIA/ADUA,41.930346,12.525057
TEMBIEN,41.929576,12.525684
VAL BREMBANA,41.929308,12.528288
RECANATI/MONTEGIORGIO,41.940671,12.586576
DURANTINI/FERONIA,41.918830,12.545070
GALBANI/RECH,41.929418,12.562319
GALBANI/GAVAZZI,41.931932,12.559151
ZANARDINI/PASQUALE,41.935859,12.549467
ZANARDINI/PASQUALE,41.936096,12.549027
ZANARDINI/SPEGAZZINI,41.937091,12.545873
ZANARDINI/SPEGAZZINI,41.937329,12.545750
FRA' DI GIOVANNI/MADRE COLOMBA GABRIEL,41.780856,12.344949
FRA' DI GIOVANNI/PASCHINI,41.783913,12.343165
DRAGONCELLO/RUSPOLI,41.783398,12.349821
SESTO S. GIOVANNI/ASSAGO,41.790907,12.332990
DRAGONCELLO/RUSPOLI,41.782712,12.349599
FATTIBONI,41.786064,12.346981
FATTIBONI/RUSPOLI,41.787787,12.346570
OTTAVIANI/CIVICO 198,41.792585,12.338647
OTTAVIANI/CIVICO 151,41.792271,12.340529
MURATELLA/SABBADINO,41.829567,12.306256
MURATELLA/SABBADINO,41.829361,12.306683
MURATELLA/PESCINA GAGLIARDA,41.829024,12.314210
MURATELLA/PESCINA GAGLIARDA,41.828978,12.314766
MURATELLA/ZENDRINI,41.826330,12.324753
MURATELLA/ZENDRINI,41.825705,12.325574
MURATELLA/CASAL RINALDI,41.822743,12.330666
MURATELLA/CASAL RINALDI,41.822345,12.331164
OTTAVIANI/CIVICO 107,41.792170,12.342553
OTTAVIANI/CIVICO 85,41.791422,12.344443
SABBADINO,41.817980,12.313843
SABBADINO/VILLORESI,41.820371,12.310644
SABBADINO/VILLORESI,41.820559,12.310573
SABBADINO/MONTEMARZINO,41.822835,12.308163
SABBADINO/MONTEMARZINO,41.823110,12.308013
SABBADINO/OCCIMIANO,41.824850,12.306167
SABBADINO/OCCIMIANO,41.825015,12.306112
SABBADINO/VOLPEGLINO,41.827256,12.303719
SABBADINO/VOLPEGLINO,41.827203,12.303959
FATTIBONI/RUSPOLI,41.787208,12.346621
FATTIBONI,41.785813,12.346804
CARCERERI,41.866281,12.492164
TOR DE' SCHIAVI/ANEMONI,41.875490,12.564858
ASPERTINI/ANDERLONI,41.873878,12.629265
ASPERTINI/ANDERLONI,41.873550,12.629245
ASPERTINI/GABBIANI,41.872443,12.629957
ASPERTINI/GABBIANI,41.872218,12.629683
ASPERTINI/CONTI F.,41.868101,12.632738
ASPERTINI/CONTI F.,41.867877,12.632821
TORRACCIO/GAGLIANO DEL CAPO,41.855058,12.649740
TORRACCIO/GAGLIANO DEL CAPO,41.854830,12.649815
LONGONI/INPS,41.898430,12.604250
LONGONI/CENTRO COMMERCIALE,41.896654,12.604372
LONGONI/CENTRO COMMERCIALE,41.896200,12.603979
PRENESTINA/MAGGIOLINO,41.893777,12.607595
PERCOTO,41.865607,12.492236
COLLI PORTUENSI/BENNICELLI,41.874460,12.443094
DEGAS/MILLET,41.861796,12.652430
DEGAS/COUBERT,41.860374,12.653834
DEGAS/BRAQUE,41.858827,12.655246
DEGAS/MATISSE,41.857024,12.657107
TOR VERGATA/AULA MAGNA,41.851815,12.605053
TOR VERGATA/AULA MAGNA,41.851624,12.605349
S. RITA DA CASCIA/CIGOLA,41.868631,12.644903
S. RITA DA CASCIA/CIGOLA,41.869387,12.644257
MERLINI F.,41.867941,12.642981
PONTE MAMMOLO (MB),41.919857,12.565517
PONTE MAMMOLO (MB),41.921176,12.566328
BUAZZELLI,41.943475,12.568355
FABBRI/CHECCHI,41.943535,12.565141
FABBRI/NOMENTANA,41.945183,12.563561
ALLUMIERE,41.864815,12.532629
SACCARDO M.,41.926440,12.677236
CASALE S. BASILIO/NOMENTANA,41.945900,12.566797
CASAL BOCCONE/NEGRI A.,41.949335,12.563631
OJETTI/ALERAMO,41.948356,12.555519
GALLESI,41.925846,12.676576
OJETTI/PUGLIESE,41.947009,12.554504
OJETTI/CHIARELLI,41.948118,12.555671
GROTTE CELONI (MC),41.861994,12.646407
GROTTE CELONI (MC),41.861919,12.646446
GROTTE CELONI (MC),41.861827,12.646514
GROTTE CELONI (MC),41.861738,12.646578
GROTTE CELONI (MC),41.861642,12.646632
MANCINI,41.930987,12.464759
MANCINI,41.930935,12.464700
MANCINI,41.930887,12.464649
MANCINI,41.930839,12.464603
MANCINI,41.930795,12.464551
MANCINI,41.930743,12.464500
MANCINI,41.930706,12.464439
MANCINI,41.930610,12.464337
MONTE SACRO,41.932711,12.533658
CASAL BERTONE/S. MARIA CONSOLATRICE,41.897827,12.535040
CAVALLEGGERI/FORNACI,41.900095,12.456949
GASPARRI P./DE VIO,41.921855,12.414687
ISTITUTO ASISIUM,41.973853,12.449856
GROTTAROSSA/ISTITUTO ASISIUM,41.973032,12.449813
S. GODENZO/SIGNA,41.964174,12.453874
S. GODENZO,41.962690,12.452800
L.GO S. GODENZO/MASSAROSA,41.960913,12.452963
S. GODENZO/MASSAROSA,41.960452,12.454127
S. GODENZO,41.961745,12.454068
S. GODENZO/S. GIOV. ELISABETTA,41.963382,12.454673
P.ZA SEMPIONE,41.935722,12.535204
CIAMARRA/LEONARDI,41.848415,12.591364
STAZ.NE PRIMA PORTA,42.000362,12.493602
TOFFIA,42.026123,12.509322
TOFFIA/ALVITO,42.028160,12.507549
GIUSTINIANA/FOSSO MONTE OLIVIERO,42.003024,12.457630
MANCINI,41.930498,12.464233
MANCINI,41.930572,12.464652
LGT VITTORIA/TIMAVO,41.922461,12.462213
LGT VITTORIA/MARESCIALLO GIARDINO,41.923304,12.460917
CAVALIERI/PASQUARIELLO,41.964118,12.515834
LGT ARMI/MONTE GRAPPA,41.917482,12.469624
LGT ARMI/CINQUE GIORNATE,41.915080,12.469366
GIUSTINIANA/CASSIA BIS,41.998888,12.456383
FLAMINIA/BELLE ARTI,41.919576,12.472568
MARINETTI/MELVILLE,41.808314,12.473726
MARINETTI/GARCIA LORCA,41.808896,12.472507
MARINETTI/BAUDELAIRE,41.809195,12.471196
MARINETTI/GARCIA LORCA,41.808615,12.472364
PULLINO (MB),41.866418,12.484361
BOTTERO/STAZ.NE STELLA POLARE (RL),41.728327,12.296008
MAR CASPIO,41.726887,12.299102
MARE DEI SARGASSI,41.728367,12.302551
VIGNOLA,41.924835,12.467760
ALZAVOLE/PARADISEE,41.873957,12.600214
GIUSTINIANA/CIV. 660,41.994196,12.447594
BEATA VERGINE DEL CARMELO/VIVANTI,41.806716,12.437701
PASQUALE II/CLEMENTE XI,41.913941,12.413853
BEMBO P./PASQUALE II,41.912269,12.410666
BEMBO P./SACCONI,41.914667,12.410297
BEMBO P./BIBBIENA,41.916292,12.410970
VALLE DEI FONTANILI/GUICCIARDI,41.923563,12.408831
ANDERSEN/PODERE TRIESTE,41.924234,12.403070
ANDERSEN/MANN,41.922843,12.399386
ANDERSEN/FLAUBERT,41.920952,12.397743
ANDERSEN,41.920621,12.397502
ANDERSEN/MANN,41.922861,12.399593
ANDERSEN/PODERE TRIESTE,41.924161,12.403489
VALLE DEI FONTANILI/GUICCIARDI,41.923371,12.409157
BEMBO P./BIBBIENA,41.916118,12.410749
BEMBO P./SACCONI,41.913843,12.409850
PASQUALE II/BEMBO,41.912187,12.411394
PASQUALE II/CLEMENTE XI,41.913872,12.414164
NAVIGATORI,41.859756,12.498775
PETITI/RUSTICA,41.908384,12.601917
RISERVA DI LIVIA,42.007274,12.472880
RISERVA DI LIVIA/GIUSTINIANA,42.007017,12.472846
RISERVA DI LIVIA/CIVICO 149,42.005036,12.475749
RISERVA DI LIVIA/CIVICO 93,42.005020,12.473997
RISERVA DI LIVIA/BONAIUTI,42.006022,12.470443
S. CORNELIA/CIVICO 115,42.012320,12.466096
S. CORNELIA/CIVICO 115,42.012673,12.465931
FORO ITALICO/MOSCHEA,41.940362,12.496687
PRATI FISCALI/VILLA SPADA,41.942757,12.510158
BOCCEA/BRA,41.903111,12.412124
BOCCEA/BRA,41.902902,12.412678
MONTECASTRILLI,41.876869,12.532811
COSTAMAGNA,41.875580,12.530637
CINECITTA' (MA),41.852489,12.569443
CINECITTA' (MA),41.852640,12.569239
CINECITTA' (MA),41.852707,12.569147
CINECITTA' (MA),41.852777,12.569037
CINECITTA' (MA),41.852834,12.568963
CINECITTA' (MA),41.852909,12.568880
PASSEGGIATA RIPETTA,41.909075,12.474134
IDROVOLANTE/DUCA DEGLI ABRUZZI,41.734603,12.262642
LM TOSCANELLI/S. AGOSTINO,41.732860,12.266432
REPUBBLICHE MARINARE/BONAMICO,41.733972,12.268188
ORAZIO PULVILLO (MA),41.854040,12.567885
MARESCIALLO GIARDINO,41.923987,12.457807
L.GO COLLI ALBANI (MA),41.869787,12.529505
MENGHINI/CRIVELLUCCI,41.868091,12.526916
EUDES/ANTAMORO,41.873773,12.411693
EUDES/VILLA TROILI,41.874743,12.407640
VIGNACCIA/ACCORAMBONI,41.875549,12.403911
LIBERA,41.874583,12.402007
D'ARONCO/LIBERA,41.873787,12.400631
D'ARONCO/LIBERA,41.874049,12.401097
LIBERA,41.874427,12.402077
VIGNACCIA/ACCORAMBONI,41.875407,12.404613
EUDES/VILLA TROILI,41.874644,12.408030
EUDES/ANTAMORO,41.873647,12.411253
DELIA,41.914517,12.610359
DELIA/FOSSALTO,41.917332,12.610842
DELIA/NAIDE,41.917827,12.608653
JACOPO DELLA QUERCIA/MIRTILLO,41.920596,12.607163
JACOPO DELLA QUERCIA,41.920627,12.605398
DAMETA,41.918465,12.605343
DAMETA/NAIDE,41.916306,12.607269
DAMETA/RUSTICA,41.913847,12.609576
C.NE NOMENTANA,41.920570,12.526396
PIETRALATA (MB),41.914672,12.555654
TONDI/PIETRALATA,41.917818,12.555530
GIUSTINIANA/CIV. 959,41.993319,12.422109
LORENZO IL MAGNIFICO,41.913371,12.521475
REBIBBIA (MB),41.924854,12.571588
REBIBBIA (MB),41.925208,12.572100
REBIBBIA (MB),41.925088,12.572091
MONTEGIORGIO/FABRIANO,41.941436,12.586314
MONTEGIORGIO/CORINALDO,41.940711,12.588441
BOZZI,41.940007,12.592035
MECHELLI,41.938812,12.591106
PIEVEBOVIGLIANA,41.938948,12.587717
RECANATI/PIEVEBOVIGLIANA,41.939766,12.585485
PIEVEBOVIGLIANA,41.938801,12.587626
MECHELLI,41.938922,12.591397
BOZZI,41.940367,12.591614
MONTEGIORGIO/CORINALDO,41.941025,12.587533
GIORDANI I.,41.906063,12.561085
GIORDANI I./TRIVENTO,41.907123,12.564462
GIORDANI I./TRIVENTO,41.907081,12.563981
PERSICO,41.906219,12.560149
RIPA TEATINA/RIVISONDOLI,41.923986,12.574323
RIVISONDOLI,41.924034,12.576512
CARACI/M.I.T.,41.922330,12.529299
MENGHINI,41.869003,12.527761
ANDERSEN/ZOLA,41.923876,12.401843
VALLE DEI FONTANILI/ANDERSEN,41.924228,12.406676
VALLE DEI FONTANILI/ANDERSEN,41.924500,12.406685
ANDERSEN/ZOLA,41.923696,12.401072
CASAL BIANCO/COLLEVERDE,41.942307,12.630038
CASAL BIANCO/CAPALTO,41.942930,12.632307
TIBURTINA/BELLI,41.942478,12.654389
TIBURTINA/DOGLIOLA,41.941302,12.648597
VAL CANNUTA/BOCCEA,41.902772,12.416017
VAL CANNUTA/BOCCEA,41.903064,12.416309
GIUSTINIANA/MORISANI,41.990444,12.421732
GIUSTINIANA/BUON RICOVERO,41.985275,12.419172
COLLEDIMACINE,41.940907,12.649136
STORTA/SANTA ROSA,41.986650,12.369684
STORTA/MARINA MILITARE,41.984296,12.369147
STORTA/CIVICO 622,41.975745,12.366739
STORTA/CIVICO 475,41.969180,12.365772
STORTA/CIVICO 428,41.964419,12.363359
STORTA/BROZOLO,41.961825,12.361174
STORTA/MONTAGNANA,41.955999,12.358685
STORTA/CIVICO 251,41.952480,12.356824
STORTA/BOLOGNESE,41.947060,12.354153
STORTA/CASALE D'ANTONI,41.941598,12.350233
STORTA/CHERASCO,41.940344,12.348479
STORTA/CHIVASSO,41.937058,12.348509
STORTA/MEZZENILE,41.929542,12.352104
SELVA NERA/CAPUOZZO,41.931103,12.361808
SELVA NERA/BELVEGLIO,41.933518,12.363834
SELVA NERA/CIVICO 222,41.936937,12.365261
SELVA NERA/BANDIERA,41.939373,12.367016
SELVA NERA/CIVICO 329,41.941797,12.368665
SELVA NERA/CIVICO 329,41.941393,12.368494
SELVA NERA/BANDIERA,41.939321,12.366514
SELVA NERA/CIVICO 222,41.936418,12.365020
SELVA NERA/BELVEGLIO,41.933170,12.362998
SELVA NERA/CAPUOZZO,41.930632,12.361656
SELVA NERA/BOCCEA,41.927536,12.359128
STORTA/BOCCEA,41.928571,12.352919
STORTA/MEZZENILE,41.929981,12.351972
STORTA/CHIVASSO,41.937886,12.348579
STORTA/CHERASCO,41.940631,12.349088
STORTA/CASALE D'ANTONI,41.942101,12.351123
STORTA/BOLOGNESE,41.947471,12.354384
STORTA/CIVICO 251,41.952953,12.356995
STORTA/MONTAGNANA,41.956347,12.358921
STORTA/BROZOLO,41.962328,12.361705
STORTA/CIVICO 428,41.964750,12.363852
STORTA/CIVICO 475,41.969587,12.366036
STORTA/CIVICO 622,41.976148,12.367033
STORTA/MARINA MILITARE,41.984838,12.369602
GIUSTINIANA/BUON RICOVERO,41.985528,12.419614
GIUSTINIANA/MORISANI,41.990676,12.421832
SERAFICO/BIANCHINI,41.829393,12.482459
SERAFICO/KEPLERO,41.829813,12.485215
DI BONAIUTO,41.827876,12.490739
MARTINI S.,41.829420,12.488210
DI BONAIUTO,41.828058,12.490587
SERAFICO/BIANCHINI,41.829500,12.482626
MARTINI S.,41.829481,12.488319
CASILINA/SILICELLA,41.865549,12.599426
TOR BELLA MONACA/QUAGLIA,41.866336,12.638444
QUAGLIA,41.868013,12.640439
GIUSTINIANA/CIV. 959,41.993680,12.422464
TIBURTINA/RIPA TEATINA,41.924940,12.573058
CERVI/TOFANO,41.963042,12.532949
BETTINI/ANSELMI,41.965186,12.531404
BERTINAZZI,41.965758,12.533364
CERVI/TOFANO,41.962621,12.533600
CALZECCHI,41.857432,12.472152
DINA/BOGGIO,41.766563,12.474832
LEGATORI,41.761667,12.467174
PANDOLFO,41.800271,12.498140
STAZ. OSTIENSE (FS),41.874086,12.484446
PIOPPI/SPIGHE,41.878238,12.573524
GIUSTINIANA/CIV. 660,41.994166,12.448065
SIMONE/TODINI,41.942883,12.645116
SIMONE/MURATORE,41.944051,12.645013
SIMONE/TODINI,41.943141,12.644980
ORTUCCHIO/PACENTRO,41.936575,12.650112
TENUTA CAVALIERE/LIMOSANO,41.936363,12.654562
TENUTA CAVALIERE/LIMOSANO,41.936164,12.654355
FRASCHERI/MONTICHIARI,41.991868,12.480779
LANCIANO/TIBURTINA,41.926291,12.575457
RIMESSA ATAC GROTTAROSSA,41.966808,12.491411
MATRICARDI/IMBRECCIATO,41.854390,12.446161
MATRICARDI/DI SANTAROSA,41.853305,12.444065
SANTORRE DI SANTAROSA,41.851840,12.445569
IMBRECCIATO/MEDI,41.850707,12.445799
LENIN/IMBRECCIATO,41.849002,12.446706
LENIN/IMBRECCIATO,41.849062,12.446554
IMBRECCIATO/MEDI,41.850821,12.445925
IMBRECCIATO/KOSSUTH,41.853308,12.446414
SIRTORI/FORTE PORTUENSE,41.855463,12.447106
DANTE DA MAIANO,41.958864,12.609825
IDROSCALO/PIROGHE,41.740307,12.242059
VIA MANZONI/TOR LUPARA,42.000251,12.632716
NOMENTANA/G. B. VICO,41.994152,12.618973
GIUSTINIANA/CASSIA BIS,41.998586,12.456608
LORENZO IL MAGNIFICO/PULCI,41.911287,12.527642
LORENZO IL MAGNIFICO/G.DA PROCIDA,41.912381,12.524474
FANI M./SANGEMINI,41.935852,12.439849
FANI M./STRESA,41.938358,12.441562
MACCHIA SAPONARA/POSTA,41.775883,12.352287
CASTEL FUSANO/PESCATORI,41.733829,12.312505
PADRE CANDIDO/MONTI S. PAOLO,41.791084,12.358119
PRASSILLA/HERZL,41.754289,12.360286
SARSINA/TORRIANA,41.789865,12.409940
GIUSTINIANA/FOSSO MONTE OLIVIERO,42.003144,12.458008
RUSTICA/NAIDE,41.911084,12.601466
COSTI,41.908954,12.592000
SAPONARA/FOSSO DI DRAGONCELLO,41.767439,12.325920
P.ZA CASTEL GUIDO,41.903225,12.284733
CASTEL DI GUIDO/NEVIANI,41.904564,12.294330
CASTEL DI GUIDO/LA BOTTACCIA,41.903938,12.300459
CASTEL DI GUIDO/FOSSO GROTTE,41.900686,12.309221
CASTEL DI GUIDO/BARBAGALLO,41.897569,12.317063
CASTEL DI GUIDO/CINQUINI,41.893121,12.319594
CASTEL DI GUIDO/PODERE COLONNACCE,41.890852,12.322114
CATRANI,41.783697,12.350414
MAIERATO/ALBI,41.793156,12.379945
MAIERATO/SARACENA,41.793604,12.375895
SARACENA,41.796206,12.376872
OLIVADI,41.795695,12.379528
ALBI/CHIESA,41.794287,12.380765
OSTIENSE,41.790910,12.379933
MENGHINI,41.869471,12.528482
BACCANELLO/CASSIA,42.055304,12.370872
LGT RIPA/PORTO,41.886294,12.477704
CASAL SELCE/LAZZATI 2,41.892807,12.335695
TOR DI QUINTO,41.949214,12.484565
CASAL SELCE/LAZZATI 2,41.893094,12.336044
V.LO CESANENSE,42.091955,12.345817
V.LO CESANENSE,42.091828,12.345804
CONCESIO/GIUSTINIANA,42.002606,12.485862
MIOTTO,42.086348,12.348314
MIOTTO/STAZ.NE CESANO,42.084437,12.348439
MONTE S. ANDREA,42.088351,12.343202
PIAZZA SAXA RUBRA,42.001154,12.493677
PIAZZA SAXA RUBRA,42.000870,12.493286
VALLE MURICANA/CIVICO 815,42.046724,12.466009
VALLE MURICANA/CIVICO 815,42.047183,12.465997
VALLE MURICANA/CONCESIO,42.010927,12.477868
MARX/LEIBNIZ 2,41.939844,12.563858
D'ARONCO/FOSCHINI,41.872756,12.399882
ALDOBRANDESCHI/VIGNACCIA 1,41.872991,12.394360
ALDOBRANDESCHI/VIGNACCIA 2,41.875343,12.393725
ALDOBRANDESCHI/BEVILACQUA,41.879842,12.400197
ALDOBRANDESCHI,41.880572,12.401520
ALDOBRANDESCHI/BEVILACQUA,41.879612,12.399420
ALDOBRANDESCHI/VIGNACCIA 2,41.875372,12.393425
VIGNACCIA/ALDOBRANDESCHI,41.872057,12.394579
D'ARONCO/FOSCHINI,41.872843,12.400138
LONGONI/PRENESTINA,41.894159,12.604357
LONGONI/PRENESTINA,41.894506,12.603799
CATANZARO,41.911411,12.516907
CARSO,41.920294,12.464576
LGT VITTORIA/ORTIGARA,41.921587,12.465587
GASPARRI L.,41.736891,12.257892
LGT TESTACCIO,41.882030,12.474763
TERME DECIANE/S. PRISCA,41.882615,12.484566
TERME DECIANE/LA MALFA,41.884836,12.484774
TERME DECIANE/LA MALFA,41.884690,12.484727
TERME DECIANE/S. PRISCA,41.882518,12.484187
VALCHETTA CARTONI,41.984634,12.491949
ESQUILINO,41.898061,12.498964
TURANO,41.911265,12.603860
ASPERTINI/BORGIANNI,41.870184,12.630070
ASPERTINI/BORGIANNI,41.869983,12.630108
SOMALIA/TERZIANI,41.935622,12.509580
TORRACCIO TORRENOVA/TORRENOVA,41.873353,12.619554
TORRACCIO TORRENOVA/TORRENOVA,41.873147,12.619628
STAZ.NE LA GIUSTINIANA (FL3),41.984981,12.403939
STAZ.NE LA GIUSTINIANA (FL3),41.984847,12.404379
STAZ.NE LA GIUSTINIANA (FL3),41.984757,12.404334
TRIONFALE/CASSIA,41.983791,12.407177
BOLOGNA (MB),41.914140,12.521691
GROTTE CELONI (MC),41.861524,12.646701
MAZZINI/MONTE GRAPPA,41.917907,12.467541
P.ZA MAZZINI,41.916535,12.464314
RUSPOLI A./SCUOLA,41.786773,12.344416
RUSPOLI A./PASCHINI,41.784446,12.344792
RUSPOLI A./PATRASSO,41.783387,12.347268
ARMANDI/DRAGONCELLO,41.784222,12.349997
RUSPOLI A./PATRASSO,41.783771,12.347379
RUSPOLI A./PASCHINI,41.785099,12.344866
V.LE CONF.SS.SACRAMENTO/CAPPELLA 85,42.016910,12.501872
C.NE OSTIENSE/CAFFARO,41.867027,12.485503
C.NE OSTIENSE/S. GALLA,41.867067,12.488881
PULLINO (MB),41.866889,12.484544
CORNELIA/AVOLASCA,41.890657,12.382848
PONTE PISANO/PISANA,41.856555,12.398491
PONTE PISANO/PORTUENSE,41.843765,12.407844
FOSSO MAGLIANA/PORTUENSE,41.842850,12.409753
PONTE PISANO/PISANA,41.857100,12.398187
CORNELIA/AVOLASCA,41.890855,12.383270
TOR BELLA MONACA/QUAGLIA,41.867415,12.638149
QUAGLIA/S. RITA DA CASCIA,41.869474,12.643004
QUAGLIA/S. RITA DA CASCIA,41.869423,12.642719
BELLE ARTI,41.918340,12.473057
LANCIANO/OFENA,41.925669,12.576515
POLLENZA,41.941326,12.575333
POLLENZA,41.942385,12.576001
CASTELLI,41.907473,12.609880
AGRICOLTURA,41.836783,12.471338
EUROPA/TOLSTOI,41.830924,12.468643
NAIROBI/S. EUGENIO (H),41.822901,12.472759
LACCETTI,41.908911,12.612517
VERTUNNI/ATESSA,41.911071,12.611172
OCEANO PACIFICO/VELODROMO,41.825029,12.456269
LACCETTI,41.909172,12.612565
CASTELLI,41.907423,12.609038
CIVILTA' DEL LAVORO/COLOMBO,41.834745,12.472221
COLOMBO/EUROPA,41.830312,12.469022
AMERICA,41.828730,12.471557
CIVILTA' DEL LAVORO,41.835016,12.470817
EUROPA/PASTEUR,41.832402,12.463567
AGRICOLTURA,41.836670,12.471657
COLOMBO/EUROPA,41.831077,12.469784
COLOMBO/MARCONI,41.832744,12.470629
MARINETTI/REBORA,41.807467,12.479474
AGRICOLTURA,41.836806,12.471234
AGRICOLTURA,41.838038,12.470719
AGRICOLTURA,41.838053,12.470478
MARINETTI/BAUDELAIRE,41.809486,12.471328
AFRICA/ARTE,41.825619,12.471779
ASTRONOMIA/GANDHI,41.835036,12.463903
ASTRONOMIA/FISICA,41.834546,12.465548
MARINETTI/MELVILLE,41.808037,12.473585
EBRIDI/MERCATO,41.739311,12.263591
AZZORRE,41.740058,12.267542
CARABELLI,41.739073,12.268351
CARABELLI,41.739898,12.268764
AZZORRE,41.740121,12.266755
APPAGLIATORE/MARTINICA,41.742382,12.263022
MASTRO GABRIELLO/COMPARINI,41.992537,12.486221
MASTRO GABRIELLO,41.990276,12.487013
VEIENTANA VETERE/CERVENO,41.988107,12.490593
VEIENTANA VETERE/VITTORE,41.988496,12.492916
STAZIONE SAXA RUBRA,41.974529,12.493363
TURANO,41.911546,12.603941
STAZIONE SAXA RUBRA,41.974367,12.494625
L.GO V. DE LUCA/RAI,41.980311,12.497302
SILVIO GIGLI,41.978367,12.497378
STAZ.NE PRIMA PORTA,41.999857,12.494403
TOR DI QUINTO/CIVICO 151,41.947545,12.486051
RISERVA DI LIVIA/BONAIUTI,42.005552,12.470950
RISERVA DI LIVIA/CIVICO 93,42.004760,12.474076
RISERVA DI LIVIA/CIVICO 149,42.005249,12.475611
RISERVA DI LIVIA/GIUSTINIANA,42.006972,12.473052
STAZ.NE PRIMA PORTA,41.999954,12.494368
COSTI,41.909096,12.591235
DE PISIS,41.899489,12.589831
V.LE UFFICI/VILLA ROMANA,42.008976,12.496081
VILLA ROMANA/CAMERIA MORTUARIA,42.011281,12.499173
VILLA ROMANA/RIQ. 301,42.012751,12.500081
VILLA ROMANA/RIQ. 302,42.015471,12.501143
S. CUORE DI MARIA/RIQ. 93,42.016164,12.497381
S. CUORE DI MARIA/RIQ. 95,42.014541,12.498351
S. CUORE DI MARIA/RIQ. 100,42.012081,12.497028
V.LE DEI CIPRESSI/RIQ. 42,42.010518,12.493491
PRENESTINA/VALLE BAGNATA,41.893300,12.617776
GROTTAROSSA/PARCO PACE,41.972962,12.444988
LEONE XIII/VILLA PAMPHILI,41.882111,12.440725
VIVANTI/PALLAVICINI,41.804423,12.445297
VIVANTI/PALLAVICINI,41.804310,12.445274
VIGNA MURATA/ISTITUTO GEOFISICA,41.827058,12.515498
VIGNA MURATA/ISTITUTO GEOFISICA,41.827321,12.514485
SILVESTRI/V.LO SILVESTRI,41.877899,12.436993
BIAGIO PACE,41.877123,12.430217
SERAFINI C.,41.878201,12.428091
VAL DI LANZO/VAL SILLARO,41.941257,12.528158
BIAGIO PACE,41.876834,12.431106
SILVESTRI/V.LO SILVESTRI,41.877725,12.437216
ALTAMURA/BERTOLLA,41.782395,12.359819
ALTAMURA,41.780682,12.360062
MACCHIA SAPONARA/SAPONARA,41.777116,12.351477
MACCHIA SAPONARA/BOCCHI,41.778322,12.350694
BOCCHI/ROMAGNONI,41.777850,12.348961
BOCCHI/POSTA,41.775354,12.350617
FUNI/COLLA,41.774139,12.349304
FUNI/CAGLI,41.773220,12.346726
CAGLI,41.773778,12.345160
SAPONARA/ORTOLANI,41.772824,12.341488
SAPONARA/PURI,41.771670,12.338332
BOCCHI/ROMAGNONI,41.777451,12.349418
MACCHIA SAPONARA/BOCCHI,41.777785,12.350891
ALTAMURA,41.780888,12.360195
GREGORIO VII/STAZ. S. PIETRO (FS),41.898083,12.450929
CAMBRIDGE/RESID. UNIVERSITARIA,41.854348,12.626543
