Localizzazione1,STRADA1,Localizzazione2,STRADA2,Strada02,DaSpecificare,NUM_FERITI,NUM_RISERVATA,NUM_MORTI,NUM_ILLESI,Longitudine,Latitudine,TipoVeicolo,StatoVeicolo,Marca,Modello,Deceduto,DecedutoDopo
Strada Urbana,VIA VITTORIO BACHELET,all'intersezione con,VIA VICENZA,VIA VICENZA,,0,0,0,1,12.50349,41.90445,Autocarro inferiore 35 q.,In marcia / fermata / arresto,Irizar,Scania,0,
Strada Urbana,VIA DELLA PINETA SACCHETTI,in prossimit�,,del civico n.,,1,0,0,1,12.42295,41.91425,,,,,0,NON DECEDUTO
Strada Urbana,VIA DELLA PINETA SACCHETTI,in prossimit�,,del civico n.,,1,0,0,1,12.42295,41.91425,Autovettura privata,In marcia / fermata / arresto,Citroen,Cactus,0,
Strada Urbana,SOTTOVIA IGNAZIO GUIDI,da specificare,,,alt. P.LE BRASILE - dir. P.le Faminio,0,0,0,2,12.49786,41.91097,Autovettura privata,In marcia / fermata / arresto,Fiat,500,0,
Strada Urbana,SOTTOVIA IGNAZIO GUIDI,da specificare,,,alt. P.LE BRASILE - dir. P.le Faminio,0,0,0,2,12.49786,41.91097,Autovettura privata,In marcia / fermata / arresto,Fiat,500,0,
,VIA DI BRAVETTA,in corrispondenza,,del civico n.,,1,0,0,1,12.42275,41.87359,Autovettura privata,In marcia / fermata / arresto,Renault,Twingo,0,
,VIA DI BRAVETTA,in corrispondenza,,del civico n.,,1,0,0,1,12.42275,41.87359,Ciclomotore,In marcia / fermata / arresto,SYM,(ignoto),0,NON DECEDUTO
Strada Urbana,SOTTOVIA IGNAZIO GUIDI,da specificare,,,dir. Nomentana alt. Via Toscana,0,0,0,1,12.50172,41.90918,Autovettura privata,In marcia / fermata / arresto,Fiat,Panda,0,
Strada Urbana,VIA PRENESTINA,all'intersezione con,LARGO PRENESTE,LARGO PRENESTE,,0,0,0,2,12.54178,41.89267,Autocarro superiore 35 q.,In marcia / fermata / arresto,Iveco Magirus,stralis,0,
Strada Urbana,VIA PRENESTINA,all'intersezione con,LARGO PRENESTE,LARGO PRENESTE,,0,0,0,2,12.54178,41.89267,Autovettura privata,In marcia / fermata / arresto,Volkswagen,Golf,0,
,VIA PORTUENSE,all'intersezione con,VIA GIOVANNI VOLPATO,VIA GIOVANNI VOLPATO,,1,0,0,1,12.41584,41.84761,Autovettura privata,In marcia / fermata / arresto,Hyundai,Lantra,0,
,VIA PORTUENSE,all'intersezione con,VIA GIOVANNI VOLPATO,VIA GIOVANNI VOLPATO,,1,0,0,1,12.41584,41.84761,Ciclomotore,In marcia / fermata / arresto,Piaggio,Zip,0,NON DECEDUTO
Strada Urbana,VIA CRISTOFORO COLOMBO,da specificare,,,dir. Roma altezza sottovia Pontina,0,0,0,1,12.46007,41.81248,Autovettura privata,In marcia / fermata / arresto,Ford,Fusion,0,
Strada Urbana,VIA TOR DE' SCHIAVI,da specificare,,,prossimit�  civico 404,0,0,0,2,12.55959,41.89401,Autovettura privata,In marcia / fermata / arresto,Ford,Fiesta,0,
Strada Urbana,VIA TOR DE' SCHIAVI,da specificare,,,prossimit�  civico 404,0,0,0,2,12.55959,41.89401,Autovettura privata,In marcia / fermata / arresto,Opel,AGILA,0,
,VIA PORTUENSE,da specificare,,,FRONTE CIV. 507,1,0,0,0,12.41584,41.84761,Motociclo a solo,In marcia / fermata / arresto,Yamaha,Majesty,0,NON DECEDUTO
,PIAZZA ENRICO FERMI,all'intersezione con,VIA FRANCESCO GRIMALDI,VIA FRANCESCO GRIMALDI,,2,0,0,1,12.46957,41.86423,Motociclo con passeggero,In marcia / fermata / arresto,Piaggio,Beverly,0,NON DECEDUTO
,PIAZZA ENRICO FERMI,all'intersezione con,VIA FRANCESCO GRIMALDI,VIA FRANCESCO GRIMALDI,,2,0,0,1,12.46957,41.86423,Motociclo con passeggero,In marcia / fermata / arresto,Piaggio,Beverly,0,NON DECEDUTO
,PIAZZA ENRICO FERMI,all'intersezione con,VIA FRANCESCO GRIMALDI,VIA FRANCESCO GRIMALDI,,2,0,0,1,12.46957,41.86423,Autovettura privata,In marcia / fermata / arresto,Fiat,500,0,
Strada Urbana,VIALE GIUSTINIANO IMPERATORE,in corrispondenza,,del civico n.,,0,0,0,2,12.47879,41.85695,Autovettura privata,In marcia / fermata / arresto,Renault,Modus,0,
Strada Urbana,VIALE GIUSTINIANO IMPERATORE,in corrispondenza,,del civico n.,,0,0,0,2,12.47879,41.85695,Autovettura privata,In marcia / fermata / arresto,Kia,cee'd,0,
Strada Urbana,VIA APPIA PIGNATELLI,in corrispondenza,,del civico n.,,0,0,0,1,12.53152,41.84958,Autovettura privata,In marcia / fermata / arresto,Smart ,-,0,
Strada Urbana,VIA DEI MONTI TIBURTINI,in prossimit�,,del civico n.,,0,0,0,3,12.55129,41.91442,Autovettura privata,In marcia / fermata / arresto,Audi,A6,0,
Strada Urbana,VIA DEI MONTI TIBURTINI,in prossimit�,,del civico n.,,0,0,0,3,12.55129,41.91442,Autovettura privata,In marcia / fermata / arresto,Opel,Corsa,0,
Strada Urbana,VIA DEI MONTI TIBURTINI,in prossimit�,,del civico n.,,0,0,0,3,12.55129,41.91442,Motociclo a solo,In marcia / fermata / arresto,Honda,SH125,0,
Strada Urbana,VIA ARDEATINA,da specificare,,,fronte civico 940 dir. centro,0,0,0,2,12.52576,41.81285,Autocarro inferiore 35 q.,In marcia / fermata / arresto,Iveco,stralis,0,
Strada Urbana,VIA ARDEATINA,da specificare,,,fronte civico 940 dir. centro,0,0,0,2,12.52576,41.81285,Autovettura privata,In marcia / fermata / arresto,Volkswagen,Polo,0,
Strada Urbana,VIA DEL CASALE DI S. BASILIO,all'intersezione con,VIA TINO BUAZZELLI,VIA TINO BUAZZELLI,,1,0,0,1,12.56886,41.94449,,,,,0,NON DECEDUTO
Strada Urbana,VIA DEL CASALE DI S. BASILIO,all'intersezione con,VIA TINO BUAZZELLI,VIA TINO BUAZZELLI,,1,0,0,1,12.56886,41.94449,Autovettura privata,In marcia / fermata / arresto,Opel,Corsa,0,
,NUOVA CIRCONVALLAZIONE INTERNA,da specificare,,,tratto Monti Tiburtini-Nomentana dir. Salaria,1,0,0,0,12.52791,41.92583,Motociclo a solo,In marcia / fermata / arresto,Honda,SH 150,0,NON DECEDUTO
Strada Urbana,NUOVA CIRCONVALLAZIONE INTERNA,da specificare,,,dir. Salaria parte esterna alt. Portonaccio,2,0,0,0,12.53400,41.90773,Autovettura privata,In marcia / fermata / arresto,Hyundai,Tucson,0,NON DECEDUTO
Strada Urbana,NUOVA CIRCONVALLAZIONE INTERNA,da specificare,,,dir. Salaria parte esterna alt. Portonaccio,2,0,0,0,12.53400,41.90773,Autovettura privata,In marcia / fermata / arresto,Hyundai,Tucson,0,NON DECEDUTO
Strada Urbana,VIA FRANCESCO MARCONI,in prossimit�,,del civico n.,,1,0,0,2,12.42332,41.92608,Autovettura privata,In marcia / fermata / arresto,Citroen,C 1,0,NON DECEDUTO
Strada Urbana,VIA FRANCESCO MARCONI,in prossimit�,,del civico n.,,1,0,0,2,12.42332,41.92608,Autocarro inferiore 35 q.,In marcia / fermata / arresto,Opel,Movano,0,
Strada Urbana,VIA FRANCESCO MARCONI,in prossimit�,,del civico n.,,1,0,0,2,12.42332,41.92608,Autovettura privata,In marcia / fermata / arresto,Fiat,Seicento,0,
Strada Urbana,VIA DELLA PINETA SACCHETTI,da specificare,,,altezza via Vittorio Montiglio,0,0,0,2,12.42505,41.92418,Autocarro inferiore 35 q.,In marcia / fermata / arresto,Fiat,Doblo,0,
Strada Urbana,VIA DELLA PINETA SACCHETTI,da specificare,,,altezza via Vittorio Montiglio,0,0,0,2,12.42505,41.92418,Autocarro superiore 35 q.,In marcia / fermata / arresto,Nissan,CAB STAR,0,
Strada Urbana,VIA PAPIRIA,in prossimit�,,del civico n.,,1,0,0,0,12.56013,41.86379,Motociclo a solo,In marcia / fermata / arresto,Honda,Silver Wing,0,NON DECEDUTO
Strada Urbana,VIA DI CASAL DEL MARMO,in prossimit�,,del civico n.,,0,0,0,1,12.40641,41.95994,Autovettura privata,In marcia / fermata / arresto,Honda,Jazz,0,
Strada Urbana,VIALE CARSO,in corrispondenza,,del civico n.,,0,0,0,3,12.46392,41.92037,Autovettura privata,In marcia / fermata / arresto,Opel,Mokka,0,
Strada Urbana,VIALE CARSO,in corrispondenza,,del civico n.,,0,0,0,3,12.46392,41.92037,Autovettura privata,In marcia / fermata / arresto,Opel,Mokka,0,
Strada Urbana,VIALE CARSO,in corrispondenza,,del civico n.,,0,0,0,3,12.46392,41.92037,Motociclo a solo,In marcia / fermata / arresto,Honda,SH 150,0,
Strada Urbana,VIA CARLO LIVI,all'intersezione con,VIA ANDREA VERGA,VIA ANDREA VERGA,,2,0,0,0,12.41951,41.93517,Autovettura privata,In marcia / fermata / arresto,Nissan,Juke,0,NON DECEDUTO
Strada Urbana,VIA CARLO LIVI,all'intersezione con,VIA ANDREA VERGA,VIA ANDREA VERGA,,2,0,0,0,12.41951,41.93517,Autovettura privata,In marcia / fermata / arresto,Toyota,Yaris,0,NON DECEDUTO
,VIADOTTO SANDRO PERTINI,da specificare,,,in corrispondenza di Via Monte Urano,1,0,0,1,12.49637,41.90278,,,,,0,NON DECEDUTO
,VIADOTTO SANDRO PERTINI,da specificare,,,in corrispondenza di Via Monte Urano,1,0,0,1,12.49637,41.90278,Motociclo a solo,In marcia / fermata / arresto,Honda,CBF 600,0,
Strada Urbana,VIA JACOPO SANNAZZARO,all'intersezione con,VIA NOMENTANA,VIA NOMENTANA,,0,0,0,2,12.54125,41.93784,Autovettura privata,In marcia / fermata / arresto,Volkswagen,Polo,0,
Strada Urbana,VIA JACOPO SANNAZZARO,all'intersezione con,VIA NOMENTANA,VIA NOMENTANA,,0,0,0,2,12.54125,41.93784,Motociclo a solo,In marcia / fermata / arresto,Honda,Foresight,0,
Statale,VIA AURELIA,in corrispondenza,,della chilometrica,,1,0,0,0,12.39741,41.88451,Autovettura privata,In marcia / fermata / arresto,Lancia,Y,0,NON DECEDUTO
,PIAZZA MONTE GENNARO,in corrispondenza,,del civico n.,,0,0,0,2,12.53801,41.94501,Autovettura privata,In marcia / fermata / arresto,Citroen,Saxo,0,
,PIAZZA MONTE GENNARO,in corrispondenza,,del civico n.,,0,0,0,2,12.53801,41.94501,Autovettura privata,In marcia / fermata / arresto,Alfa Romeo,GT,0,
Strada Urbana,VIA DI TORREVECCHIA,in prossimit�,,del civico n.,,0,0,0,2,12.40812,41.91637,Autovettura privata,In marcia / fermata / arresto,Toyota,Yaris,0,
Strada Urbana,VIA DI TORREVECCHIA,in prossimit�,,del civico n.,,0,0,0,2,12.40812,41.91637,Autovettura privata,In marcia / fermata / arresto,Fiat,500,0,
Strada Urbana,VIA AUGUSTO DULCERI,all'intersezione con,VIA MARIN SANUDO,VIA MARIN SANUDO,,0,0,0,2,12.53587,41.88454,Autovettura privata,In marcia / fermata / arresto,Fiat,Punto,0,
Strada Urbana,VIA AUGUSTO DULCERI,all'intersezione con,VIA MARIN SANUDO,VIA MARIN SANUDO,,0,0,0,2,12.53587,41.88454,Autovettura privata,In marcia / fermata / arresto,Nissan,Micra,0,
Strada Urbana,VIA DAVIDE CAMPARI,in corrispondenza,,del civico n.,,0,0,0,3,12.58557,41.88746,Autovettura privata,In marcia / fermata / arresto,Citroen,C 3,0,
Strada Urbana,VIA DAVIDE CAMPARI,in corrispondenza,,del civico n.,,0,0,0,3,12.58557,41.88746,Autovettura privata,In marcia / fermata / arresto,Citroen,C 3,0,
Strada Urbana,VIA DAVIDE CAMPARI,in corrispondenza,,del civico n.,,0,0,0,3,12.58557,41.88746,Autocarro inferiore 35 q.,In marcia / fermata / arresto,Renault,Master,0,
Strada Urbana,VIA DELLA PINETA SACCHETTI,all'intersezione con,VIA DI S. CLETO PAPA,VIA DI S. CLETO PAPA,,1,0,0,3,12.42428,41.92290,Autovettura privata,In marcia / fermata / arresto,Citroen,JUMPER,0,
Strada Urbana,VIA DELLA PINETA SACCHETTI,all'intersezione con,VIA DI S. CLETO PAPA,VIA DI S. CLETO PAPA,,1,0,0,3,12.42428,41.92290,Autovettura privata,In marcia / fermata / arresto,Fiat,500 L,0,
Strada Urbana,VIA DELLA PINETA SACCHETTI,all'intersezione con,VIA DI S. CLETO PAPA,VIA DI S. CLETO PAPA,,1,0,0,3,12.42428,41.92290,Autovettura privata,In marcia / fermata / arresto,Fiat,Punto,0,
Strada Urbana,VIA DELLA PINETA SACCHETTI,all'intersezione con,VIA DI S. CLETO PAPA,VIA DI S. CLETO PAPA,,1,0,0,3,12.42428,41.92290,Autovettura privata,In marcia / fermata / arresto,Fiat,Punto,0,NON DECEDUTO
Strada Urbana,VIA CORNELIA,da specificare,,,FRONTE CIV. 104,0,0,0,2,12.38987,41.90062,Motociclo a solo,In marcia / fermata / arresto,Honda,SH 125,0,
Strada Urbana,VIA CORNELIA,da specificare,,,FRONTE CIV. 104,0,0,0,2,12.38987,41.90062,Autovettura privata,In marcia / fermata / arresto,Citroen,C 1,0,
Strada Urbana,VIA WALTER TOBAGI,all'intersezione con,VIA DI CASA CALDA,VIA DI CASA CALDA,,1,0,0,2,12.59738,41.87507,Autovettura privata,In marcia / fermata / arresto,Suzuki,Alto,0,
Strada Urbana,VIA WALTER TOBAGI,all'intersezione con,VIA DI CASA CALDA,VIA DI CASA CALDA,,1,0,0,2,12.59738,41.87507,Autovettura privata,In marcia / fermata / arresto,Suzuki,Alto,0,
Strada Urbana,VIA WALTER TOBAGI,all'intersezione con,VIA DI CASA CALDA,VIA DI CASA CALDA,,1,0,0,2,12.59738,41.87507,Motociclo a solo,In marcia / fermata / arresto,Honda,SH 300,0,NON DECEDUTO
Strada Urbana,VIA CASILINA,da specificare,,,in prossimit� di Viale Palmiro Togliatti ,1,0,0,1,12.57328,41.87351,Autovettura privata,In marcia / fermata / arresto,PIAGGIO,(ignoto),0,
Strada Urbana,VIA CASILINA,da specificare,,,in prossimit� di Viale Palmiro Togliatti ,1,0,0,1,12.57328,41.87351,Motociclo a solo,In marcia / fermata / arresto,Piaggio,Beverly 300,0,NON DECEDUTO
Strada Urbana,VIA TUSCOLANA,in corrispondenza,,del civico n.,,0,0,0,2,12.57505,41.84874,Autovettura privata,In marcia / fermata / arresto,Ford,Galaxy,0,
Strada Urbana,VIA TUSCOLANA,in corrispondenza,,del civico n.,,0,0,0,2,12.57505,41.84874,Autovettura privata,In marcia / fermata / arresto,Ford,Galaxy,0,
Strada Urbana,VIA ORIOLO ROMANO,in prossimit�,,del palo luce n.,,0,0,0,2,12.46081,41.96049,Autovettura privata,In marcia / fermata / arresto,Daimler Chrysler Mercedes,Classe  A180,0,
Strada Urbana,VIA ORIOLO ROMANO,in prossimit�,,del palo luce n.,,0,0,0,2,12.46081,41.96049,Autovettura privata,In marcia / fermata / arresto,Daimler Chrysler Mercedes,Classe  A180,0,
Strada Urbana,VIA UGO OJETTI,da specificare,,,alt. via G. Stampa,0,0,0,2,12.55690,41.94962,Autovettura privata,In marcia / fermata / arresto,Citroen,C 3,0,
Strada Urbana,VIA UGO OJETTI,da specificare,,,alt. via G. Stampa,0,0,0,2,12.55690,41.94962,Motociclo a solo,In marcia / fermata / arresto,Kimco,AGILITY,0,
Strada Urbana,VIA CRISTOFORO COLOMBO,all'intersezione con,VIALE AMERICA,VIALE AMERICA,,0,0,0,1,12.46821,41.82964,Autovettura privata,In marcia / fermata / arresto,Hyundai,Atos Prime,0,
Strada Urbana,VIALE DELLE MURA GIANICOLENSI,in prossimit�,,del civico n.,,0,0,0,2,12.46171,41.88535,Autovettura privata,In marcia / fermata / arresto,BMW,530 D,0,
Strada Urbana,VIALE DELLE MURA GIANICOLENSI,in prossimit�,,del civico n.,,0,0,0,2,12.46171,41.88535,Autovettura privata,In marcia / fermata / arresto,Toyota,AYGO',0,
Strada Urbana,VIALE AMERICA,all'intersezione con,VIALE AMERICA,VIALE AMERICA,,0,0,0,3,12.46417,41.83081,Autovettura privata,In marcia / fermata / arresto,Peugeot,206,0,
Strada Urbana,VIALE AMERICA,all'intersezione con,VIALE AMERICA,VIALE AMERICA,,0,0,0,3,12.46417,41.83081,Autovettura privata,In marcia / fermata / arresto,Alfa Romeo,MITO,0,
Strada Urbana,VIALE AMERICA,all'intersezione con,VIALE AMERICA,VIALE AMERICA,,0,0,0,3,12.46417,41.83081,Autovettura privata,In marcia / fermata / arresto,Alfa Romeo,MITO,0,
,VIALE DI TRASTEVERE,in prossimit�,,del civico n.,,1,0,0,1,12.46613,41.87467,,,,,0,NON DECEDUTO
,VIALE DI TRASTEVERE,in prossimit�,,del civico n.,,1,0,0,1,12.46613,41.87467,Motociclo a solo,In marcia / fermata / arresto,Honda,SH 150,0,
,VIA AURELIA,da specificare,,,al Km. 10 altezza fermata autobus n. 73094 ,1,0,0,1,12.41307,41.89089,,,,,0,NON DECEDUTO
,VIA AURELIA,da specificare,,,al Km. 10 altezza fermata autobus n. 73094 ,1,0,0,1,12.41307,41.89089,Autovettura privata,In marcia / fermata / arresto,Mercedes,Smart For Two,0,
Strada Urbana,VIALE DELLA VENEZIA GIULIA,in corrispondenza,,del civico n.,,1,0,0,1,12.55396,41.89662,Motociclo a solo,In marcia / fermata / arresto,Kymco,People,0,NON DECEDUTO
Strada Urbana,VIALE DELLA VENEZIA GIULIA,in corrispondenza,,del civico n.,,1,0,0,1,12.55396,41.89662,Autovettura privata,In marcia / fermata / arresto,Fiat,Cinquecento,0,
,VIA CARLO LIVI,all'intersezione con,VIA EZIO SCIAMANNA,VIA EZIO SCIAMANNA,,1,0,0,2,12.41892,41.93440,Autovettura privata,In marcia / fermata / arresto,Ford,Fusion,0,
,VIA CARLO LIVI,all'intersezione con,VIA EZIO SCIAMANNA,VIA EZIO SCIAMANNA,,1,0,0,2,12.41892,41.93440,Autovettura privata,In marcia / fermata / arresto,Ford,Fusion,0,
,VIA CARLO LIVI,all'intersezione con,VIA EZIO SCIAMANNA,VIA EZIO SCIAMANNA,,1,0,0,2,12.41892,41.93440,Autovettura privata,In marcia / fermata / arresto,Seat,Ibiza,0,NON DECEDUTO
Strada Urbana,VIALE DELLA GRANDE MURAGLIA,all'intersezione con,VIALE DELL'OCEANO PACIFICO,VIALE DELL'OCEANO PACIFICO,,0,0,0,3,12.45685,41.82450,Autovettura privata,In marcia / fermata / arresto,Daewoo,Matiz,0,
Strada Urbana,VIALE DELLA GRANDE MURAGLIA,all'intersezione con,VIALE DELL'OCEANO PACIFICO,VIALE DELL'OCEANO PACIFICO,,0,0,0,3,12.45685,41.82450,Autovettura privata,In marcia / fermata / arresto,Fiat,500,0,
Strada Urbana,VIALE DELLA GRANDE MURAGLIA,all'intersezione con,VIALE DELL'OCEANO PACIFICO,VIALE DELL'OCEANO PACIFICO,,0,0,0,3,12.45685,41.82450,Autovettura privata,In marcia / fermata / arresto,Seat,M I I,0,
Strada Urbana,VIADOTTO SANDRO PERTINI,da specificare,,,PROSS. RAMPA VIA MONTE GIBERTO,0,0,0,1,12.49637,41.90278,Autovettura privata,In marcia / fermata / arresto,Subaru,Legacy,0,
Strada Urbana,VIALE DEL PATTINAGGIO,da specificare,,,"dir. Viadotto della Magliana, prox HOTEL SHERATON",0,0,0,1,12.47351,41.84173,Motociclo a solo,In marcia / fermata / arresto,Suzuki,Burgman,0,
Strada Urbana,VIA GIORGIO DEL VECCHIO,in prossimit�,,del civico n.,,0,0,0,2,12.41556,41.89946,Autovettura privata,In marcia / fermata / arresto,Volkswagen,Lupo,0,
Strada Urbana,VIA GIORGIO DEL VECCHIO,in prossimit�,,del civico n.,,0,0,0,2,12.41556,41.89946,Autovettura privata,In marcia / fermata / arresto,Volkswagen,Lupo,0,
Strada Urbana,VIA ODOARDO GIOVE,all'intersezione con,VIA MARGHERITA DE COLMAR,VIA MARGHERITA DE COLMAR,,1,0,0,1,12.40500,41.91384,Autovettura privata,In marcia / fermata / arresto,Toyota,Corolla,0,
Strada Urbana,VIA ODOARDO GIOVE,all'intersezione con,VIA MARGHERITA DE COLMAR,VIA MARGHERITA DE COLMAR,,1,0,0,1,12.40500,41.91384,Ciclomotore,In marcia / fermata / arresto,Honda,SH  50,0,NON DECEDUTO
Strada Urbana,VIA GIACOMO TREVIS,in corrispondenza,,del civico n.,,0,0,0,3,12.49879,41.86467,Autovettura privata,In marcia / fermata / arresto,Mazda,5,0,
Strada Urbana,VIA GIACOMO TREVIS,in corrispondenza,,del civico n.,,0,0,0,3,12.49879,41.86467,Autovettura privata,In marcia / fermata / arresto,Mazda,5,0,
Strada Urbana,VIA GIACOMO TREVIS,in corrispondenza,,del civico n.,,0,0,0,3,12.49879,41.86467,Autovettura privata,In marcia / fermata / arresto,Opel,Astra,0,
Strada Urbana,VIA TEOFILO FOLENGO,all'intersezione con,VIA FERDINANDO MARTINI,VIA FERDINANDO MARTINI,,0,0,0,4,12.54986,41.94347,Autovettura privata,In marcia / fermata / arresto,BMW,320 D,0,
Strada Urbana,VIA TEOFILO FOLENGO,all'intersezione con,VIA FERDINANDO MARTINI,VIA FERDINANDO MARTINI,,0,0,0,4,12.54986,41.94347,Autovettura privata,In marcia / fermata / arresto,BMW,320 D,0,
Strada Urbana,VIA TEOFILO FOLENGO,all'intersezione con,VIA FERDINANDO MARTINI,VIA FERDINANDO MARTINI,,0,0,0,4,12.54986,41.94347,Autovettura privata,In marcia / fermata / arresto,BMW,320 D,0,
Strada Urbana,VIA TEOFILO FOLENGO,all'intersezione con,VIA FERDINANDO MARTINI,VIA FERDINANDO MARTINI,,0,0,0,4,12.54986,41.94347,Autovettura privata,In marcia / fermata / arresto,Hyundai,i 20,0,
Provinciale entro l'abitato,VIA LAURENTINA,in prossimit�,,del civico n.,,0,0,0,3,12.48069,41.82102,Autovettura privata,In marcia / fermata / arresto,Citroen,C2,0,
Provinciale entro l'abitato,VIA LAURENTINA,in prossimit�,,del civico n.,,0,0,0,3,12.48069,41.82102,Autovettura privata,In marcia / fermata / arresto,Hyundai,i 10,0,
Provinciale entro l'abitato,VIA LAURENTINA,in prossimit�,,del civico n.,,0,0,0,3,12.48069,41.82102,Autovettura privata,In marcia / fermata / arresto,Ford,Fiesta,0,
Strada Urbana,PIAZZA DELLA BOCCA DELLA VERITA',all'intersezione semaforizzata con,VIA DELLA GRECA,VIA DELLA GRECA,,2,0,0,0,12.48129,41.88768,Motociclo a solo,In marcia / fermata / arresto,Piaggio,Liberty,0,NON DECEDUTO
Strada Urbana,PIAZZA DELLA BOCCA DELLA VERITA',all'intersezione semaforizzata con,VIA DELLA GRECA,VIA DELLA GRECA,,2,0,0,0,12.48129,41.88768,Motociclo a solo,In marcia / fermata / arresto,Honda,SH 150,0,NON DECEDUTO
Statale,VIA AURELIA,in corrispondenza,,della chilometrica,,0,0,0,9,12.41307,41.89089,Autovettura privata,In marcia / fermata / arresto,Suzuki,Jimny,0,
Statale,VIA AURELIA,in corrispondenza,,della chilometrica,,0,0,0,9,12.41307,41.89089,Autovettura privata,In marcia / fermata / arresto,Suzuki,Jimny,0,
Statale,VIA AURELIA,in corrispondenza,,della chilometrica,,0,0,0,9,12.41307,41.89089,Autovettura privata,In marcia / fermata / arresto,BMW,525 D,0,
Statale,VIA AURELIA,in corrispondenza,,della chilometrica,,0,0,0,9,12.41307,41.89089,Autovettura privata,In marcia / fermata / arresto,BMW,525 D,0,
Statale,VIA AURELIA,in corrispondenza,,della chilometrica,,0,0,0,9,12.41307,41.89089,Autovettura privata,In marcia / fermata / arresto,Volkswagen,Golf,0,
Statale,VIA AURELIA,in corrispondenza,,della chilometrica,,0,0,0,9,12.41307,41.89089,Autovettura privata,In marcia / fermata / arresto,Nissan,Almera,0,
Statale,VIA AURELIA,in corrispondenza,,della chilometrica,,0,0,0,9,12.41307,41.89089,Autovettura privata,In marcia / fermata / arresto,Nissan,Almera,0,
Statale,VIA AURELIA,in corrispondenza,,della chilometrica,,0,0,0,9,12.41307,41.89089,Autovettura privata,In marcia / fermata / arresto,Renault,Captur,0,
Statale,VIA AURELIA,in corrispondenza,,della chilometrica,,0,0,0,9,12.41307,41.89089,Autovettura privata,In marcia / fermata / arresto,Volvo,S60,0,
Strada Urbana,VIA STEFANO OBERTO,all'intersezione con,VIA PIETRO MARCHISIO,VIA PIETRO MARCHISIO,,0,0,0,3,12.58658,41.85017,Autocarro inferiore 35 q.,In marcia / fermata / arresto,Fiat,Fiorino,0,
Strada Urbana,VIA STEFANO OBERTO,all'intersezione con,VIA PIETRO MARCHISIO,VIA PIETRO MARCHISIO,,0,0,0,3,12.58658,41.85017,Autovettura privata,In marcia / fermata / arresto,Toyota,Yaris,0,
Strada Urbana,VIA STEFANO OBERTO,all'intersezione con,VIA PIETRO MARCHISIO,VIA PIETRO MARCHISIO,,0,0,0,3,12.58658,41.85017,Autovettura privata,In marcia / fermata / arresto,Toyota,Yaris,0,
Strada Urbana,VIA GREGORIO VII,all'intersezione semaforizzata con,PIAZZA PIO XI,PIAZZA PIO XI,,0,0,0,3,12.44068,41.89613,Autovettura privata,In marcia / fermata / arresto,Toyota,IQ,0,
Strada Urbana,VIA GREGORIO VII,all'intersezione semaforizzata con,PIAZZA PIO XI,PIAZZA PIO XI,,0,0,0,3,12.44068,41.89613,Autovettura privata,In marcia / fermata / arresto,Toyota,IQ,0,
Strada Urbana,VIA GREGORIO VII,all'intersezione semaforizzata con,PIAZZA PIO XI,PIAZZA PIO XI,,0,0,0,3,12.44068,41.89613,Trattore stradale,In marcia / fermata / arresto,Daf,Trucks N.V.TE47MS/E5 ADR,0,
Strada Urbana,VIA ALESSIO BALDOVINETTI,da specificare,,,in corrispondenza del civico 104,0,0,0,1,12.49459,41.83184,Autovettura privata,In marcia / fermata / arresto,Toyota,Yaris,0,
Strada Urbana,VIA DEL TRULLO,in corrispondenza,,del civico n.,,0,0,0,1,12.43682,41.84346,Motociclo a solo,In marcia / fermata / arresto,Yamaha,Majesty,0,
